ca299334052cec38e9b63c9711e53a9422c4d9f4,TestFSDirectory.java,121,118,111,113,111,115,113,117,117,113,111,113,113,116,113,115,113,115,118,113,119,119,120,112,116,115,112,117,120,119
eb3dcc07396616cf760088334b67fd06bf27a49a,TestFSDirectory.java,120,115,113,116,113,107,116,116,113,114,113,113,116,107,103,110,116,110,106,117,114,116,107,103,104,110,107,107,108,106
eb3dcc07396616cf760088334b67fd06bf27a49a,TestStorageMover,42.619,42.803,44.14,45.469,43.343,43.404,42.972,42.722,43.356,44.31,43.658,43.828,42.483,43.778,43.043,42.724,42.932,42.336,42.778,44.068,42.599,43.275,43.562,42.801,42.889,43.049,42.724,43.069,43.654,42.472
eb3dcc07396616cf760088334b67fd06bf27a49a,TestMover,42.505,42.291,43.294,42.567,43.576,43.45,42.616,42.758,42.892,42.226,43.411,44.031,43.049,42.31,42.844,43.951,43.024,42.387,42.272,42.315,43.623,43.531,43.204,43.76,42.696,42.62,42.913,43.162,43.081,42.952
